Username,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Answer,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Trial.Type,JOL.RT,Response.JOL,Response.RT.1,Response.Response,Response.Accuracy,trial_num
5eaa97d07eda6e01ec108107,1,Sans F A,PUFF,number,Study2,U,JOL_SF,2896,10,3301,frozen,16.66666667,47
5eaa97d07eda6e01ec108107,1,Sans F A,MEAT,obtain,Study1,U,JOL_SF,4650,10,7391,gravy,18.18181818,48
5eaa97d07eda6e01ec108107,1,Sans F A,SMOOTH,omit,Study2,U,JOL_SF,2836,10,2632,talker,20,49
5eaa97d07eda6e01ec108107,1,Sans F A,LAKE,opinion,Study2,U,JOL_SF,1918,20,5733,swim,18.18181818,50
5eaa97d07eda6e01ec108107,1,Sans F A,BOTH,ounce,Study1,U,JOL,3654,20,4569,strike,18.18181818,51
5eaa97d07eda6e01ec108107,1,Sans F A,TAX,owl,Study1,U,JOL_SF,3973,10,3465,revenue,0,52
5eaa97d07eda6e01ec108107,1,Sans F A,HUNGRY,park,Study2,U,JOL_SF,2361,10,17837,maze,25,53
5eaa97d07eda6e01ec108107,1,Sans F A,DIFFICULT,poor,Study1,U,JOL_SF,4209,20,33774,task,0,54
5eaa97d07eda6e01ec108107,1,Sans F A,CLUTTER,pusher,Study2,U,JOL_SF,3403,20,2699,bin,0,55
5eaa97d07eda6e01ec108107,1,Sans F A,CRAYON,rate,Study1,U,JOL,6163,20,4624,colour,20,56
5eaa97d07eda6e01ec108107,1,Sans F A,PUT,roll,Study2,U,JOL_SF,1786,20,5983,chill,44.44444444,57
5eaa97d07eda6e01ec108107,1,Sans F A,MAIN,scar,Study1,U,JOL,3490,30,5013,meal,25,58
5eaa97d07eda6e01ec108107,1,Sans F A,ROAD,scent,Study2,U,JOL_SF,2517,20,2810,sign,44.44444444,59
5eaa97d07eda6e01ec108107,1,Sans F A,WARN,sea,Study1,U,JOL_SF,5867,60,13043,sign,28.57142857,60
5eaa97d07eda6e01ec108107,1,Sans F A,WASTE,sedate,Study2,U,JOL,2832,10,5963,bin,0,61
5eaa97d07eda6e01ec108107,1,Sans F A,SHELL,shake,Study1,U,JOL_SF,4260,50,3349,sea,50,62
5eaa97d07eda6e01ec108107,1,Sans F A,BAT,shaky,Study1,U,JOL_SF,3415,50,6953,mobile,0,63
5eaa97d07eda6e01ec108107,1,Sans F A,LOAN,sign,Study1,U,JOL_SF,4023,60,3663,tax,0,64
5eaa97d07eda6e01ec108107,1,Sans F A,FUTURE,sincere,Study1,U,JOL,4498,20,57471,past,18.18181818,65
5eaa97d07eda6e01ec108107,1,Sans F A,BELT,soon,Study2,U,JOL_SF,2815,20,22237,slim,25,66
5eaa97d07eda6e01ec108107,1,Sans F A,GRIND,stand,Study1,U,JOL,9306,20,4687,gears,20,67
5eaa97d07eda6e01ec108107,1,Sans F A,GIVE,steak,Study1,U,JOL_SF,3993,20,11258,receive,16.66666667,68
5eaa97d07eda6e01ec108107,1,Sans F A,ACCIDENT,strong,Study2,U,JOL_SF,2796,20,8031,car,22.22222222,69
5eaa97d07eda6e01ec108107,1,Sans F A,RIDDLE,sugar,Study2,U,JOL_SF,3511,20,2777,clue,22.22222222,70
5eaa97d07eda6e01ec108107,1,Sans F A,DIZZY,sweater,Study1,U,JOL,4247,40,3727,fizzy,0,71
5eaa97d07eda6e01ec108107,1,Sans F A,PARCEL,throat,Study1,U,JOL_SF,5679,30,4245,package,15.38461538,72
5eaa97d07eda6e01ec108107,1,Sans F A,ZOO,thumb,Study2,U,JOL,3282,20,3513,animal,18.18181818,73
5eaa97d07eda6e01ec108107,1,Sans F A,LEASE,toil,Study1,U,JOL,2554,20,11569,money,22.22222222,74
5eaa97d07eda6e01ec108107,1,Sans F A,STOMACH,town,Study2,U,JOL,11315,10,2469,bug,0,75
5eaa97d07eda6e01ec108107,1,Sans F A,ADD,valley,Study2,U,JOL,2267,30,7105,subtract,14.28571429,76
5eaa97d07eda6e01ec108107,1,Sans F A,RIPE,verify,Study1,U,JOL_SF,4416,10,7527,apple,18.18181818,77
5eaa97d07eda6e01ec108107,1,Sans F A,MUTE,wave,Study2,U,JOL,2842,20,3115,sound,0,78
5eaa97d07eda6e01ec108107,1,Sans F A,GUARD,wheel,Study2,U,JOL_SF,3288,20,4158,stop,0,79
5eaa97d07eda6e01ec108107,1,Sans F A,STRESS,yam,Study1,U,JOL_SF,7014,40,3273,ball,28.57142857,80
5f21cd95e4a314617a2b2067,1,Sans F A,CRACKLE,able,Study1,U,JOL,9775,80,891,,0,1
5f21cd95e4a314617a2b2067,1,Sans F A,TUCK,allow,Study2,U,JOL,570,74,97,,0,2
5f21cd95e4a314617a2b2067,1,Sans F A,LION,art,Study2,U,JOL_SF,470,0,170,,0,3
5f21cd95e4a314617a2b2067,1,Sans F A,BRONZE,artery,Study2,U,JOL,1315,75,189,,0,4
5f21cd95e4a314617a2b2067,1,Sans F A,FUZZY,bang,Study1,U,JOL_SF,2227,67,1524,,0,5
5f21cd95e4a314617a2b2067,1,Sans F A,SPELL,bone,Study2,U,JOL,531,85,51,,0,6
5f21cd95e4a314617a2b2067,1,Sans F A,WOULD,cash,Study2,U,JOL,764,80,207,,0,7
5f21cd95e4a314617a2b2067,1,Sans F A,DEGREE,chair,Study1,U,JOL_SF,1341,75,26,,0,8
5f21cd95e4a314617a2b2067,1,Sans F A,VEHICLE,charm,Study1,U,JOL,996,23,31,,0,9
5f21cd95e4a314617a2b2067,1,Sans F A,MIRROR,children,Study1,U,JOL_SF,3204,99,173,,0,10
5f21cd95e4a314617a2b2067,1,Sans F A,MOAT,clear,Study1,U,JOL,3536,50,128,,0,11
5f21cd95e4a314617a2b2067,1,Sans F A,STRETCH,cloth,Study1,U,JOL_SF,1997,80,334,,0,12
5f21cd95e4a314617a2b2067,1,Sans F A,CAKE,clothes,Study1,U,JOL_SF,1590,70,167,,0,13
5f21cd95e4a314617a2b2067,1,Sans F A,THICK,contest,Study1,U,JOL,2177,100,627,,0,14
5f21cd95e4a314617a2b2067,1,Sans F A,READY,corn,Study2,U,JOL_SF,520,0,93,,0,15
5f21cd95e4a314617a2b2067,1,Sans F A,NULL,cough,Study2,U,JOL,528,96,33,,0,16
5f21cd95e4a314617a2b2067,1,Sans F A,Business,death,Study2,U,JOL_SF,840,22,558,,0,17
5f21cd95e4a314617a2b2067,1,Sans F A,Business,death,Study2,U,JOL_SF,280,0,189,,0,18
5f21cd95e4a314617a2b2067,1,Sans F A,SIGHT,debate,Study2,U,JOL_SF,393,0,38,,0,19
5f21cd95e4a314617a2b2067,1,Sans F A,SACKING,dietary,Study2,U,JOL_SF,718,16,328,,0,20
5f21cd95e4a314617a2b2067,1,Sans F A,FLOOR,discover,Study2,U,JOL_SF,620,74,181,,0,21
5f21cd95e4a314617a2b2067,1,Sans F A,INFLATE,disgust,Study1,U,JOL_SF,1209,65,33,,0,22
5f21cd95e4a314617a2b2067,1,Sans F A,MAZE,election,Study1,U,JOL_SF,3874,98,176,,0,23
5f21cd95e4a314617a2b2067,1,Sans F A,LISTEN,fiction,Study1,U,JOL_SF,774,74,374,,0,24
5f21cd95e4a314617a2b2067,1,Sans F A,HAND,fix,Study2,U,JOL,219,NA,125,,0,25
5f21cd95e4a314617a2b2067,1,Sans F A,SWING,fog,Study2,U,JOL,1798,46,223,,0,26
5f21cd95e4a314617a2b2067,1,Sans F A,DETECT,free,Study2,U,JOL,148,NA,96,,0,27
5f21cd95e4a314617a2b2067,1,Sans F A,RESIST,glue,Study1,U,JOL,3392,54,484,,0,28
5f21cd95e4a314617a2b2067,1,Sans F A,CAR,happy,Study2,U,JOL,647,62,124,,0,29
5f21cd95e4a314617a2b2067,1,Sans F A,NUMBER,hard,Study1,U,JOL,2766,100,3577,letter,20,30
5f21cd95e4a314617a2b2067,1,Sans F A,FLOAT,harmony,Study2,U,JOL,642,NA,188,,0,31
5f21cd95e4a314617a2b2067,1,Sans F A,NAME,hate,Study1,U,JOL,2657,100,5579,jam,28.57142857,32
5f21cd95e4a314617a2b2067,1,Sans F A,SICK,hide,Study2,U,JOL_SF,467,75,442,,0,33
5f21cd95e4a314617a2b2067,1,Sans F A,BROAD,infect,Study1,U,JOL_SF,2514,20,2988,milk,20,34
5f21cd95e4a314617a2b2067,1,Sans F A,KEYS,joke,Study1,U,JOL_SF,2481,30,4259,lock,50,35
5f21cd95e4a314617a2b2067,1,Sans F A,VASE,king,Study2,U,JOL_SF,1051,474,158,,0,36
5f21cd95e4a314617a2b2067,1,Sans F A,SLIM,know,Study2,U,JOL,732,22,32,,0,37
5f21cd95e4a314617a2b2067,1,Sans F A,SYSTEM,lick,Study2,U,JOL,669,96,208,,0,38
5f21cd95e4a314617a2b2067,1,Sans F A,WOMAN,lift,Study2,U,JOL_SF,550,27,168,,0,39
5f21cd95e4a314617a2b2067,1,Sans F A,DONKEY,lush,Study1,U,JOL_SF,3689,67,373,,0,40
5f21cd95e4a314617a2b2067,1,Sans F A,POSITION,machine,Study2,U,JOL_SF,187,NA,123,,0,41
5f21cd95e4a314617a2b2067,1,Sans F A,JUSTICE,maroon,Study1,U,JOL,2448,21,960,,0,42
5f21cd95e4a314617a2b2067,1,Sans F A,PET,moon,Study1,U,JOL,3311,79,329,,0,43
5f21cd95e4a314617a2b2067,1,Sans F A,TEMPERATURE,morning,Study1,U,JOL,1739,68,877,,0,44
5f21cd95e4a314617a2b2067,1,Sans F A,JELLY,naughty,Study2,U,JOL,526,27,320,,0,45
5f21cd95e4a314617a2b2067,1,Sans F A,ROSE,neglect,Study1,U,JOL,893,34,113,,0,46
5f21cd95e4a314617a2b2067,1,Sans F A,DESIRE,noise,Study2,U,JOL,621,10,163,,0,47
5f21cd95e4a314617a2b2067,1,Sans F A,PUFF,number,Study2,U,JOL_SF,802,10,321,,0,48
5f21cd95e4a314617a2b2067,1,Sans F A,MEAT,obtain,Study1,U,JOL_SF,1088,97,3710,food,20,49
5f21cd95e4a314617a2b2067,1,Sans F A,SMOOTH,omit,Study2,U,JOL_SF,564,73,119,,0,50
5f21cd95e4a314617a2b2067,1,Sans F A,LAKE,opinion,Study2,U,JOL_SF,430,9,391,,0,51
5f21cd95e4a314617a2b2067,1,Sans F A,BOTH,ounce,Study1,U,JOL,9243,40,374,,0,52
5f21cd95e4a314617a2b2067,1,Sans F A,TAX,owl,Study1,U,JOL,2097,42,205,,0,53
5f21cd95e4a314617a2b2067,1,Sans F A,HUNGRY,park,Study2,U,JOL_SF,410,5,147,,0,54
5f21cd95e4a314617a2b2067,1,Sans F A,DIFFICULT,poor,Study1,U,JOL,1468,34,188,,0,55
5f21cd95e4a314617a2b2067,1,Sans F A,CLUTTER,pusher,Study2,U,JOL_SF,660,64,103,,0,56
5f21cd95e4a314617a2b2067,1,Sans F A,CRAYON,rate,Study1,U,JOL_SF,2531,20,164,,0,57
5f21cd95e4a314617a2b2067,1,Sans F A,PUT,roll,Study2,U,JOL,137,NA,58,,0,58
5f21cd95e4a314617a2b2067,1,Sans F A,MAIN,scar,Study1,U,JOL,1446,76,25,,0,59
5f21cd95e4a314617a2b2067,1,Sans F A,ROAD,scent,Study2,U,JOL_SF,467,0,135,,0,60
5f21cd95e4a314617a2b2067,1,Sans F A,WARN,sea,Study1,U,JOL,2332,87,806,,0,61
5f21cd95e4a314617a2b2067,1,Sans F A,WASTE,sedate,Study2,U,JOL,575,11,235,,0,62
5f21cd95e4a314617a2b2067,1,Sans F A,SHELL,shake,Study1,U,JOL,957,464,381,,0,63
5f21cd95e4a314617a2b2067,1,Sans F A,BAT,shaky,Study1,U,JOL_SF,3181,10,680,,0,64
5f21cd95e4a314617a2b2067,1,Sans F A,LOAN,sign,Study1,U,JOL,720,34,30,,0,65
5f21cd95e4a314617a2b2067,1,Sans F A,FUTURE,sincere,Study1,U,JOL,3143,30,94,,0,66
5f21cd95e4a314617a2b2067,1,Sans F A,BELT,soon,Study2,U,JOL_SF,140,NA,1779, ,0,67
5f21cd95e4a314617a2b2067,1,Sans F A,GRIND,stand,Study1,U,JOL_SF,1089,54,129,,0,68
5f21cd95e4a314617a2b2067,1,Sans F A,GIVE,steak,Study1,U,JOL_SF,1170,23,1896,butter,36.36363636,69
5f21cd95e4a314617a2b2067,1,Sans F A,ACCIDENT,strong,Study2,U,JOL,584,47,325,,0,70
5f21cd95e4a314617a2b2067,1,Sans F A,RIDDLE,sugar,Study2,U,JOL_SF,637,NA,87,,0,71
5f21cd95e4a314617a2b2067,1,Sans F A,DIZZY,sweater,Study1,U,JOL,1274,64,840,,0,72
5f21cd95e4a314617a2b2067,1,Sans F A,PARCEL,throat,Study1,U,JOL_SF,1702,67,3909,customer,28.57142857,73
5f21cd95e4a314617a2b2067,1,Sans F A,ZOO,thumb,Study2,U,JOL,456,0,116,,0,74
5f21cd95e4a314617a2b2067,1,Sans F A,LEASE,toil,Study1,U,JOL_SF,3629,12,88,,0,75
5f21cd95e4a314617a2b2067,1,Sans F A,STOMACH,town,Study2,U,JOL_SF,345,0,137,,0,76
5f21cd95e4a314617a2b2067,1,Sans F A,RIPE,verify,Study1,U,JOL_SF,995,34,32,,0,77
5f21cd95e4a314617a2b2067,1,Sans F A,MUTE,wave,Study2,U,JOL,598,68,309,,0,78
5f21cd95e4a314617a2b2067,1,Sans F A,GUARD,wheel,Study2,U,JOL,544,83,763,,0,79
5f21cd95e4a314617a2b2067,1,Sans F A,STRESS,yam,Study1,U,JOL_SF,1459,12,230,,0,80
5f2b2c38344357530961afa1,1,Sans F A,CRACKLE,able,Study1,U,JOL,17904,7,1663,pop,0,1
5f2b2c38344357530961afa1,1,Sans F A,TUCK,allow,Study2,U,JOL,999,4,1611,,0,2
5f2b2c38344357530961afa1,1,Sans F A,LION,art,Study2,U,JOL,1334,1,2339,kin,0,3
5f2b2c38344357530961afa1,1,Sans F A,BRONZE,artery,Study2,U,JOL_SF,10756,4,2006,silver,33.33333333,4
5f2b2c38344357530961afa1,1,Sans F A,FUZZY,bang,Study1,U,JOL,3929,15,2158,beard,44.44444444,5
5f2b2c38344357530961afa1,1,Sans F A,SPELL,bone,Study2,U,JOL_SF,1201,0,1867,magic,0,6
5f2b2c38344357530961afa1,1,Sans F A,WOULD,cash,Study2,U,JOL,3888,10,2404,coudl,22.22222222,7
5f2b2c38344357530961afa1,1,Sans F A,DEGREE,chair,Study1,U,JOL,6150,10,4008,bachelr,50,8
5f2b2c38344357530961afa1,1,Sans F A,VEHICLE,charm,Study1,U,JOL_SF,5149,5,7355,drive,20,9
5f2b2c38344357530961afa1,1,Sans F A,MIRROR,children,Study1,U,JOL_SF,1288,4,4256,miroir,28.57142857,10
5f2b2c38344357530961afa1,1,Sans F A,MOAT,clear,Study1,U,JOL,3443,12,2656,water,40,11
5f2b2c38344357530961afa1,1,Sans F A,STRETCH,cloth,Study1,U,JOL_SF,5385,2,7128,wide,0,12
5f2b2c38344357530961afa1,1,Sans F A,CAKE,clothes,Study1,U,JOL_SF,5023,6,3837,clothes,100,13
5f2b2c38344357530961afa1,1,Sans F A,THICK,contest,Study1,U,JOL,3224,0,3775,,0,14
5f2b2c38344357530961afa1,1,Sans F A,READY,corn,Study2,U,JOL_SF,1315,4,1747,set,0,15
5f2b2c38344357530961afa1,1,Sans F A,NULL,cough,Study2,U,JOL_SF,3329,1,2245,zero,22.22222222,16
5f2b2c38344357530961afa1,1,Sans F A,Business,death,Study2,U,JOL,697,3,2695,job,0,17
5f2b2c38344357530961afa1,1,Sans F A,SIGHT,debate,Study2,U,JOL,2162,0,2841,loss,0,18
5f2b2c38344357530961afa1,1,Sans F A,SACKING,dietary,Study2,U,JOL_SF,2857,3,2230,job,0,19
5f2b2c38344357530961afa1,1,Sans F A,FLOOR,discover,Study2,U,JOL_SF,7399,3,1044,,0,20
5f2b2c38344357530961afa1,1,Sans F A,INFLATE,disgust,Study1,U,JOL_SF,2613,1,9039,,0,21
5f2b2c38344357530961afa1,1,Sans F A,MAZE,election,Study1,U,JOL_SF,3782,13,2355,hedge,30.76923077,22
5f2b2c38344357530961afa1,1,Sans F A,LISTEN,fiction,Study1,U,JOL_SF,5660,6,927,,0,23
5f2b2c38344357530961afa1,1,Sans F A,HAND,fix,Study2,U,JOL,2888,20,2659,foot,28.57142857,24
5f2b2c38344357530961afa1,1,Sans F A,SWING,fog,Study2,U,JOL,16521,3,2530,roundabout,15.38461538,25
5f2b2c38344357530961afa1,1,Sans F A,DETECT,free,Study2,U,JOL_SF,1219,3,2010,find,25,26
5f2b2c38344357530961afa1,1,Sans F A,RESIST,glue,Study1,U,JOL,4865,10,2090,hard,0,27
5f2b2c38344357530961afa1,1,Sans F A,CAR,happy,Study2,U,JOL,8934,5,2147,wash,22.22222222,28
5f2b2c38344357530961afa1,1,Sans F A,NUMBER,hard,Study1,U,JOL_SF,4602,10,4116,hard,100,29
5f2b2c38344357530961afa1,1,Sans F A,FLOAT,harmony,Study2,U,JOL,3274,2,5080,,0,30
5f2b2c38344357530961afa1,1,Sans F A,NAME,hate,Study1,U,JOL,1440,4,2020,tage,50,31
5f2b2c38344357530961afa1,1,Sans F A,SICK,hide,Study2,U,JOL,9292,8,1576,ill,28.57142857,32
5f2b2c38344357530961afa1,1,Sans F A,BROAD,infect,Study1,U,JOL,16767,3,2155,wide,40,33
5f2b2c38344357530961afa1,1,Sans F A,KEYS,joke,Study1,U,JOL_SF,2661,2,2856,piano,22.22222222,34
5f2b2c38344357530961afa1,1,Sans F A,VASE,king,Study2,U,JOL,818,6,1750,flower,0,35
5f2b2c38344357530961afa1,1,Sans F A,SLIM,know,Study2,U,JOL_SF,4772,7,2252,thin,25,36
5f2b2c38344357530961afa1,1,Sans F A,SYSTEM,lick,Study2,U,JOL_SF,4636,3,1188,,0,37
5f2b2c38344357530961afa1,1,Sans F A,WOMAN,lift,Study2,U,JOL,1387,4,1341,man,0,38
5f2b2c38344357530961afa1,1,Sans F A,DONKEY,lush,Study1,U,JOL_SF,2922,8,1947,kong,0,39
5f2b2c38344357530961afa1,1,Sans F A,POSITION,machine,Study2,U,JOL_SF,2977,2,2413,place,50,40
5f2b2c38344357530961afa1,1,Sans F A,JUSTICE,maroon,Study1,U,JOL_SF,3544,3,4289,given,18.18181818,41
5f2b2c38344357530961afa1,1,Sans F A,PET,moon,Study1,U,JOL,30907,30,2417,dog,28.57142857,42
5f2b2c38344357530961afa1,1,Sans F A,TEMPERATURE,morning,Study1,U,JOL,5143,3,6085,warm,18.18181818,43
5f2b2c38344357530961afa1,1,Sans F A,JELLY,naughty,Study2,U,JOL,3164,5,2455,wobble,0,44
5f2b2c38344357530961afa1,1,Sans F A,ROSE,neglect,Study1,U,JOL,1043,3,3979,petal,33.33333333,45
5f2b2c38344357530961afa1,1,Sans F A,DESIRE,noise,Study2,U,JOL,1919,3,1643,love,44.44444444,46
5f2b2c38344357530961afa1,1,Sans F A,PUFF,number,Study2,U,JOL,886,3,3880,dragon,16.66666667,47
5f2b2c38344357530961afa1,1,Sans F A,MEAT,obtain,Study1,U,JOL,1540,1,3225,,0,48
5f2b2c38344357530961afa1,1,Sans F A,SMOOTH,omit,Study2,U,JOL,1316,1,10054,,0,49
5f2b2c38344357530961afa1,1,Sans F A,LAKE,opinion,Study2,U,JOL_SF,2700,1,12718,swim,18.18181818,50
5f2b2c38344357530961afa1,1,Sans F A,LAKE,opinion,Study2,U,JOL_SF,3771,4,4087,district,26.66666667,51
5f2b2c38344357530961afa1,1,Sans F A,BOTH,ounce,Study1,U,JOL_SF,3949,2,1876,neither,33.33333333,52
5f2b2c38344357530961afa1,1,Sans F A,TAX,owl,Study1,U,JOL_SF,3213,10,2841,dogdge,22.22222222,53
5f2b2c38344357530961afa1,1,Sans F A,HUNGRY,park,Study2,U,JOL_SF,829,3,2008,food,0,54
5f2b2c38344357530961afa1,1,Sans F A,DIFFICULT,poor,Study1,U,JOL,3610,20,1520,hard,25,55
5f2b2c38344357530961afa1,1,Sans F A,CLUTTER,pusher,Study2,U,JOL_SF,3528,4,3728,declutte,14.28571429,56
5f2b2c38344357530961afa1,1,Sans F A,CRAYON,rate,Study1,U,JOL,1033,5,4751,,0,57
5f2b2c38344357530961afa1,1,Sans F A,PUT,roll,Study2,U,JOL_SF,1090,2,3797,shot,25,58
5f2b2c38344357530961afa1,1,Sans F A,MAIN,scar,Study1,U,JOL,2025,3,2326,street,40,59
5f2b2c38344357530961afa1,1,Sans F A,ROAD,scent,Study2,U,JOL_SF,1533,1,2531,kill,0,60
5f2b2c38344357530961afa1,1,Sans F A,WARN,sea,Study1,U,JOL_SF,5895,6,2348,,0,61
5f2b2c38344357530961afa1,1,Sans F A,WASTE,sedate,Study2,U,JOL,2103,9,2831,garbage,30.76923077,62
5f2b2c38344357530961afa1,1,Sans F A,SHELL,shake,Study1,U,JOL_SF,4082,15,2541,shake,100,63
5f2b2c38344357530961afa1,1,Sans F A,BAT,shaky,Study1,U,JOL,1681,3,3650,echo,22.22222222,64
5f2b2c38344357530961afa1,1,Sans F A,LOAN,sign,Study1,U,JOL,3305,2,2246,money,22.22222222,65
5f2b2c38344357530961afa1,1,Sans F A,FUTURE,sincere,Study1,U,JOL_SF,3425,4,1336,,0,66
5f2b2c38344357530961afa1,1,Sans F A,BELT,soon,Study2,U,JOL_SF,1142,3,4357,loop,50,67
5f2b2c38344357530961afa1,1,Sans F A,GRIND,stand,Study1,U,JOL_SF,18725,5,2673,grudge,18.18181818,68
5f2b2c38344357530961afa1,1,Sans F A,GIVE,steak,Study1,U,JOL_SF,4098,4,1897,,0,69
5f2b2c38344357530961afa1,1,Sans F A,ACCIDENT,strong,Study2,U,JOL_SF,4369,10,6959,car,22.22222222,70
5f2b2c38344357530961afa1,1,Sans F A,RIDDLE,sugar,Study2,U,JOL_SF,2674,2,3042,dribble,16.66666667,71
5f2b2c38344357530961afa1,1,Sans F A,DIZZY,sweater,Study1,U,JOL_SF,38497,4,9093,gillespe,26.66666667,72
5f2b2c38344357530961afa1,1,Sans F A,PARCEL,throat,Study1,U,JOL,3773,12,1087,,0,73
5f2b2c38344357530961afa1,1,Sans F A,LEASE,toil,Study1,U,JOL,3885,4,1121,,0,74
5f2b2c38344357530961afa1,1,Sans F A,STOMACH,town,Study2,U,JOL,1166,2,14570,ache,0,75
5f2b2c38344357530961afa1,1,Sans F A,ADD,valley,Study2,U,JOL_SF,5740,6,2740,subtract,14.28571429,76
5f2b2c38344357530961afa1,1,Sans F A,RIPE,verify,Study1,U,JOL,2262,3,1724,pear,40,77
5f2b2c38344357530961afa1,1,Sans F A,MUTE,wave,Study2,U,JOL,1695,0,2287,silent,20,78
5f2b2c38344357530961afa1,1,Sans F A,GUARD,wheel,Study2,U,JOL,967,4,1415,,0,79
5f2b2c38344357530961afa1,1,Sans F A,STRESS,yam,Study1,U,JOL_SF,16701,5,2283,ball,28.57142857,80
5f2e0bc767a4ed17d55942c7,1,Sans F A,CRACKLE,able,Study1,U,JOL,8407,70,9871,able,100,1
5f2e0bc767a4ed17d55942c7,1,Sans F A,TUCK,allow,Study2,U,JOL_SF,2440,30,21216,aloud,60,2
5f2e0bc767a4ed17d55942c7,1,Sans F A,LION,art,Study2,U,JOL,3880,37,9465,artistic,54.54545455,3
5f2e0bc767a4ed17d55942c7,1,Sans F A,BRONZE,artery,Study2,U,JOL,2297,10,24602,artery,100,4
5f2e0bc767a4ed17d55942c7,1,Sans F A,FUZZY,bang,Study1,U,JOL_SF,4212,80,2017,ball,50,5
5f2e0bc767a4ed17d55942c7,1,Sans F A,SPELL,bone,Study2,U,JOL,3191,45,6612,bone,100,6
5f2e0bc767a4ed17d55942c7,1,Sans F A,WOULD,cash,Study2,U,JOL,1910,90,23621,cash,100,7
5f2e0bc767a4ed17d55942c7,1,Sans F A,DEGREE,chair,Study1,U,JOL,3738,30,32899,,0,8
5f2e0bc767a4ed17d55942c7,1,Sans F A,VEHICLE,charm,Study1,U,JOL,2718,80,26695,charm,100,9
5f2e0bc767a4ed17d55942c7,1,Sans F A,MIRROR,children,Study1,U,JOL_SF,3198,80,11148,children,100,10
5f2e0bc767a4ed17d55942c7,1,Sans F A,MOAT,clear,Study1,U,JOL,2775,80,8668,clear,100,11
5f2e0bc767a4ed17d55942c7,1,Sans F A,STRETCH,cloth,Study1,U,JOL_SF,3592,50,898,,0,12
5f2e0bc767a4ed17d55942c7,1,Sans F A,CAKE,clothes,Study1,U,JOL,3796,20,19431,rich,36.36363636,13
5f2e0bc767a4ed17d55942c7,1,Sans F A,THICK,contest,Study1,U,JOL,4021,80,22282,concert,71.42857143,14
5f2e0bc767a4ed17d55942c7,1,Sans F A,READY,corn,Study2,U,JOL_SF,2615,30,20397,not,28.57142857,15
5f2e0bc767a4ed17d55942c7,1,Sans F A,NULL,cough,Study2,U,JOL,2880,50,25516,coffin,36.36363636,16
5f2e0bc767a4ed17d55942c7,1,Sans F A,Business,death,Study2,U,JOL,3958,100,3626,death,100,17
5f2e0bc767a4ed17d55942c7,1,Sans F A,SIGHT,debate,Study2,U,JOL_SF,2438,80,18116,debate,100,18
5f2e0bc767a4ed17d55942c7,1,Sans F A,SACKING,dietary,Study2,U,JOL_SF,7497,3,11887,diet,72.72727273,19
